phrase,uri,ms
 الفرج من الغموم وان كانت مظلمه ولم يكن في مكن يحتاج السلطان الي الراي في امر من الامور وقال جابر المغربي الشمس تعبر بالوالده واستدل لذلك بقوله تعالي في قصه يوسف عليه السلام اني رايت احد عشر كوكبا والشمس والقمر رايتهم لي ساجدين ومن راي الشمس مضيه قد طلعت في بيته خاصه يخطب امراه من اقاربه وان راها طلعت في ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,278
 من عقوق اصله ومن راي يعقوب فانه يصل اليه هم وغم من جهه الاولاد ويفرح بعد ذلك وقيل من راي يعقوب فان كان له غاب ياتي بخير وبشاره ومن راي يوسف فانه يحصل له من جهه اقاربه بهتان وفي عاقبته يصل الي مرتبه السلطان ويعلو قدره ويبلغ مراده وقيل من راي يوسف ربما يحصل له هم من قبل امراه وعاقبته ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,294
 سوره هود قال ابن سيرين من راي انه يقرها يزداد ماله من الزراعه وغرس الكروم وقال الكرماني يكون مقبلا في الاشغال وقال جعفر الصادق يكون سالكا في طريق الدين سوره يوسف قال ابن سيرين من قراها في عهد شبوبيته يكون مظلوما ويسافر سفرا كثيرا وتكون عاقبته خيرا وقال الكرماني ينال شرف وعلو قدر وغني وعز وفرج بعد ضيق وقال جعفر ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,307
 جعفر الصادق ريا الحبس اذا كان معروفا فهو حصول مراد وعاقبه محموده لقوله تعالي قال رب السجن احب الي مما يدعونني اليه واذا كان مجهولا فهو قبر وهم وغم لقول يوسف عليه السلام السجن قبر الاحيا ومنزل البلوي وتجربه الاصدقا وشماته الاعدا ومن راي انه هرب من السجن فهو علي وجهين اما خلاصه او موته لما راي بعضهم ذلك وجربه ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,447
 معروفتين اعتبرت اسماها وجواهرهما فتحكم للمنتقل بمعاني ذلك كالخارج من باغايه الي مدينه مصر فانه يخلص من بغي ويبلغ سله ويامن خوفه لقوله تعالي ادخلوا مصر ان شا الله امنين يوسف فان كان خروجه من سر من راي ان خرسان انتقل من سرور الي سو قد ان وقته وكذلك الخارج من المهديه والداخل الي سوسه خارج من هدي وحق الي ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,493
 اشراف يسقطون من جاهم علي يدك ويوسمون فكان كذلك القريه المعروفه تدل علي اهلها وعلي ما يجي منها ويعرف بها لان المكان يدل علي اهله كما قال تعالي واسال القريه يوسف يعني اهلها وربما دلت القريه علي دار الظلم والبدع والفساد والخروج عن الجماعه والشذوذ عن جماعه راي اهل المدينه ولذا وسم الله تعالي دور الظالمين في كتابه بالقري وقد ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,495
 الرزق واما الدهليز فخادم علي يديه يجري الحل والعقد والامر القوي ومن راي انه دخل بيتا واغلق الابواب علي نفسه فانه يمتنع من معصيه الله تعالي لقوله تعالي وغلقت الابواب يوسف فان راي انه موثق فيه مغلق الابواب والبيت مبسوط نال خيرا وعافيه فان راي ان بيته من ذهب اصابه حريق في بيته ومن راي انه يخرج من بيت ضيق ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,501
 المصلين وربما دلت علي العالم الذي يستقي العلم من عنده الذي يكشف الهموم وربما دلت علي الزانيه المبذوله لمن مر بها ارادها وربما دلت علي السجن والقبر لما جري علي يوسف في الجب فمن راي كانه سقط في بر مجهوله فان كان مريضا مات وان كا في سفينه عطب وصار في الما وان كان مسافرا في البر قطع من الطريق ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,511
 دخل حماما مكرها او دخل دار زانيه واما ان استقي بالدلو من بر مجهوله فان كان عنده حمل بشر عنه بغلام لقوله تعالي فادلي دلوه قال يا بشري هذا الغلام يوسف وان كانت له بضاعه في البحر او في البر قدمت عليه او وصلت اليه وان كان عنده عليل افاق ونجا وخلص وان كان له مسجون نجا من السجن وان ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,511
 مكروه في الشرع للرجال وقد يكون ايضا زوجه ينكحها رفيعه القدر غنيه موسره وان راي ذلك من هو مسجون في سجن السلطان فانه يخرجه ويشرف امره معه كما شرف امر يوسف عليه السلام مع الملك الا ان يكون له والد غاب فانه لا يموت حتي يراه فيكون هو تاجه والتاج المرصع بالجوهر خير من التاج الذهب وحده وحكي ان رجلا ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,536
 ثلثا الدلو وبقي الثلث فقال غبت عن اهلك منذ سته اشهر وامراتك حامل وستلد لك غلاما فقال ما الدليل فقال لاني جعلت البر امراه والبشاره التي كانت في الجب كان يوسف عليه السلام فعلمت انه غلام واما ثلثا الدلو فسته اشهر والثلث الباقي ثلاثه اشهر فقال صدقت قد ورد كتابها بانها حامل منذ سته اشهر والبكره رجل نفاع ممن يسعي ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,558
 في حاله فان كان طالب نكاح نكح فكان عصمته وعهده النكاح والدلو ذكره وماه نطفته والبر زوجته وان كان عنه حمل اتاه غلام فادلي دلوه قال يا بشري هذا غلام يوسف والا افاد فاده من سفر او مطلب لان السياره وجدوا يوسف عليه السلام حين ادلوا دلوهم فشروه وباعوه بربح وفاده قال الشاعر وما طلب المعيشه بالتمني ولكن الق دلوك ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,558
 عيشه وان كان العصير كثيرا جدا وكان معه تين او خمر او لبن نال سلطانا ومن راي كانه عصر العنب وجعله خمرا اصاب حظوه عند السلطان ونال مالا حراما لقصه يوسف عليه السلام والتين مال كثير وشجرته رجل غني كثير المال نفاع يلتج اليه اعدا الاسلام وذلك لان شجره التين ماوي الحيات والاكل منه يدل علي كثره النسل وقال بعضهم ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,577
 زرع شعيرا فنبت حنطه فالامر بضد الاول وان زرع حنطه فنيت دما فانه ياكل الربا والسنبله الخضرا خصب السنه والسنبله اليابسه النابته علي ساقها جدب السنه لقوله تعالي في قصه يوسف والسنابل المجموعه في يد انسان او في بيدر او في وعا مال يصيبه مالكها من كسب غيره او علم يتعلمه وحكي ان اعشي همدان راي كانه باع حنطه بشعير ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,587
 فزع من الجن والاستظلال بظل القرع انس بعد وحشه وصلح بعد المنازعه ومن راي كانه اجتني من البطيخه قرعا فانه يبرا من مرض بسبب دوا او دعا والاصل فيه قصه يوسف عليه السلام والقنبيط رجل قروي يعتريه حده والباذنجان في غير وقته رزق في تعب والبصل منهم من كرهه لقوله تعالي وبصلها البقره ومنهم من قال انه يدل علي ظهور ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,589
 لانهم خلقوا من الارض وشبوا ونبتوا كنبات الزرع كما قال تعالي والله انبتكم من الارض نباتا نوح وقد تدل السنابل في هذا الوجه علي اعوام الدنيا وشهورها وايامها وقد تاولها يوسف الصديق عليه السلام بالسنين وقد تدل علي اموال الدنيا ومخازنها ومطامرها لجمع السنبله الواحده حبا كثيرا وربما دلت المزارع علي كل مكان يحرث فيه للاخره ويعمل فيه للاجر والثواب ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,590
 واليا وان كان تاجرا فانه يكون مذكورا في الدنيا وكذلك في كل حرفه ومن راي انه يتكلم بكل لسان فانه يملك امرا كبيرا من الدنيا ويعز لقوله تعالي حكايه عن يوسف اني حفيظ عليم يوسف يعني بكل لسان والكاتب ذو حيله وصناعه لطيفه مثل الاسكافي والقلم كالاشفي والابره والمداد كالشي الذي يخرم به من خيوط وسيور وكالحجام وقلمه مشرطته ومداده ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,601
 من لعب بها كلما اخذها ضرب بها الارض واما الغاشيه فمال او خادم او امراه وقيل انها غير محبوبه في المنام لقوله تعالي افامنوا ان تاتيهم غاشيه من عذاب الله يوسف والرحاله امراه حره من قوم مياسير والحزام نظام الامر والزمام طاعه وخصومه ومن راي في يده سوطا مخروزا فانها ولايه وعماله في الصدقات وان راي انه ضرب بسوطه حماره ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,612
 يملكه علي اقرار الناس وغن اعطي سكينا ليس معها غيرها من السلاح فان السكين حينذ من السلاح هو السلطان وكذلك الخنجر والسكين حجه لقوله تعالي واتت كل واحده منهن سكينا يوسف وقيل من راي في يده سكين الماده وهو لا يستعملها فانه يرزق ابنا كيسا فان راي كانه يستعملها فانها تدل علي انقطاع الامر الذي هو فيه والشفره اللسان وكذلك ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,620
 والعثور والعبوس والعري والعزل والطرد والسرقه والسفه والذله والخسران والخيانه والحبس والحمل الثقيل والبس والطغيان والضلاله اما الياس من الامر فدليل الفرج والنجاه لقوله تعالي فلما استياسوا منه خلصوا نجيا يوسف وقوله تعالي حتي اذا استياس الرسل وظنوا انهم قد كذبوا جاهم نصرنا يوسف واما اليتيم فمن راي كانه يتيم فان غيره يغلب في امر امراه او مال او تجاره ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,631
 فان كان الذي عليه الحق سفيها البقره قالوا جاهلا واما الذله فنصره في التاويل والخسران الذنب والخيانه الزني والحبس ذل وهم وقيل ان الحبس يدل علي نيل ملك بدليل قصه يوسف والحبس في البيت المجصص المجهول المنفرد عن البيوت دليل الموت والقبر فان راي كانه موثق في بيت مغلق عليه فانه ينال خيرا واما الحمل الثقيل فجار السو واصابه البس ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,632
 رجلا ناله هم وان اشترته امراه اصاب سلطانا او عزا وكرامه وكلما كان ثمنه اكثر كان اكرم وانما قلنا ان البيع في الريا يقتضي اكرام المبيع لقوله تعالي في قصه يوسف عليه السلام وقال الذي اشتراه من مصر لامراته اكرمي مثواه يوسف وكل ما كان شرا للباع كان خيرا للمبتاع وما كان خيرا للباع فهو شر للمبتاع وقيل ان البيع ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,643
 ما يدل علي الدنيا اثر الاخره عليها وان باع ما يدل علي الاخره اثر الدنيا عليها والا استبدل حالا بحال علي قدر المبيع والثمن وبيع الحر ذلته وحسن عاقبته لقصه يوسف عليه السلام واما الرهن فمن راي كانه رهينه في موضع فان رياه تدل علي انه قد اكتسب ذنوبا كثيره لقوله تعالي كل نفس بما كسبت رهينه المدثر وقيل ان ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,643
 كانه يلوم نفسه علي امر يدخل في امر متشوش مضطرب يلام عليه ثم يخرجه الله تعالي من ذلك وتظهر براته من ذلك للناس فيخرج من ملامتهم لقوله تعالي في قصه يوسف عليه السلام ان النفس لاماره بالسو الا ما رح ربي يوسف واللي في العمامه والبل سفر واما البيعه فمن راي كانه بايع اهل بيت النبي صلي الله عليه وسلم ,0110IbnSirin.MuntakhabKalamFiTafsirAhlam.JK006856-ara2,654
 النفاق عليهم ام من يصول كصوله الحجاج المطلع المصعد ام من يغار علي النسا حفيظه اذ لا يثقن بغيره الازواج اي يحافظ علي ذمامه والحفظه الغضب والحفيظه ايضا ان ابن يوسف فاعلموا وتيقنوا ماضي البصيره واضح المنهاج ماض علي الغمرات يمضي همه والليل مختلف الطراق داج الداجي المظلم يقال دجا يدجو دجوا دجا وادجي وغسي واغسي وغطي واغطي يغطي غطيا ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,39
 داخن فاما دخان فجماعته ادخنه وادخنات والدخن الفساد والعرب تصغر دخانا ورجلا علي غير طريق تذهب بهما الي داخن وراجل فتقول دويخن ورويجل اني لمرتقب لما خوفتني ولفضل سيبك يابن يوسف راجي ولقد كسرت سنان كل منافق ولقد منعت حقاب الحجاج وقال جرير يهجو الاخطل اجدك لا يصحو الفاد المعلل وقد لاح من شيب عذار ومسحل قوله اجدك يريد احقا ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,40
 العزيز ولا روح ولا عمر هلا بنوه وخالد لو اراد اغلوا مخاطره لو يقبل الخطر قد شفني روعه العباس من فزع لما اتاه بدير القسطل الخبر وقال يمدح الحجاج بن يوسف سمت من المواصله العتابا وامسي الشيب قد ورث الشبابا غدت هوج الرياح مبشرات الي بين نزلت به السحابا البين الناحيه من الارض دعا بالسقيا لمنزلها حيث نزلت وروي ابو ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,84
 تنضيبا الله اعطاكم من علمه بكم حكما وما بعد حكم الله تعقيب يقول لا طمع فيه لعاب ولا متعقب لمتعقب انت الخليفه للرحمن يعرفه اهل الزبور وفي التوراه مكتوب كونوا كيوسف لما جا اخوته واستعرفوا قال ما في اليوم تثريب ويروي واستغفروا الله فضله والله وفقه توفيق يوسف اذ وصاه يعقوب كان الوليد اراد البيعه لابنه عبد العزيز ودعا سليمان ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,128
 يفل ولا يذوب نسيتم ويل غيركم بلاي ليالي لا تدر لكم حلوب فان الحي قد غضبوا عليكم كما انا من وراهم غضوب ويروي من وراكم وقال جرير يمدح الحجاج بن يوسف شعفت بعهد ذكرته المنازل وكدت تناسي الحلم والشيب شامل وروي ابو عبد الله وكيف تناسي يقول ذكرتك المنازل ما كنت تعهد بها ويقال كدت وكدت ومثلها دمت ودمت ومت ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,147
 سليمان النبي الذي دعا فاعطي بنيايا وملكا مسخرا وموسي وعيسي والذي خر ساجدا فانبت زرعا دمع عينيه اخضرا ويعقوب منا زاده الله رفعه وكان ابن يعقوب امينا مصورا اراد حسن يوسف فيجمعنا والغر ابنا ساره اب لا نبالي بعده من تغدرا تغدر تخلف وخذل ابونا خليل الله والله ربنا رضينا بما اعطي الاله وقدرا بني قبله الله التي يهتدي بها ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,171
 السنين كما غيرن اجلادي لقد علمت وما اخبرت من احد ان الهوي بنقا يبرين معتادي الله دمر عبادا وشيعته عادات ربك في امثال عباد عباد الجحافي رجل خارجي باليمن قتله يوسف بن عمر الثقفي قد كان امير الممنين لهم ما يعلم الله من صدق واجهاد من يهده الله يهتد لا مضل له ومن اصل فما يهديه من هاد لقد تبين ,0110JarirShacir.Diwan.Sham19Y0133412-ara1,258
 الهمذاني ت ه عبد الرحمن بن محمد العتاقي الحلي ت ه احمد بن المتوج البحراني ت ه احمد بن اسماعيل الابشيطي ت ه جلال الدين السيوطي ت ه مرعي بن يوسف الكرمي ت ه عطيه الله بن عطيه الاجهوري ت ه وهناك ملفون اخرون لم اقف علي سنه وفاه كل منهم بعد وهم الحارث بن عبد الرحمن هشام بن علي ,0117IbnDicamaSadusi.NasikhWaMansukh.Shia002458-ara1,4
 كما كتب وكتب احمد بن محمد الاصبهاني قال اخبرنا الشيخ ابو الحسين المبارك بن عبد الجبار بن احمد الصيرفي ببغداد من اصل سماعه انا ابو طاهر محمد بن علي بن يوسف بن العلاف انا ابو بكر احمد بن جعفر ابن محمد بن سلم الختلي انا ابو خليفه الفضل بن الحباب الجمحي ثنا محمد بن كثير العبدي ثنا همام بن يحيي ,0117IbnDicamaSadusi.NasikhWaMansukh.Shia002458-ara1,8
 محمد بن موسي بن عثمان بن حازم الهمذاني ت ه حيدر اباد الدكن ه الاعلام خير الذين الوركلي ت بيروت انباه الرواه علي انباه النجاه القفطي جمال الدين علي بن يوسف ت ه تح ابي الفضل مط دار الكتب الانساب السمعاني عبد الكريم بن محمد ت ه حيدر اباد الهند الايضاح لناسخ القران ومنسوخه مكي بن ابي طالب المغربي ت ,0117IbnDicamaSadusi.NasikhWaMansukh.Shia002458-ara1,19
 شك وقوله تعالي ولا تركنوا معناه ولا تميلوا وقوله تعالي وزلفا من اليل معناه ساعات منه واحد ت ها زلفه وقوله تعالي ما اترفوا فيه معناه ما تكبروا فيه سوره يوسف اخبرنا ابو جعفر قال حدثنا علي بن احمد قال حدثنا عطا بن الساب عن ابي خالد عن زبد بن علي عليهما السلام في قوله تعالي وكذلك يجتبيك ربك معناه ,0120ZaydIbnCali.GharibQuran.Tafsir05089-ara1,37
 الاعاجم تشرب فيه والجمع صيعان وقوله تعالي وانا به زعيم معناه كفيل وقوله تعالي استياسوا منه معناه يسوا منه وقوله تعالي خلصوا نجيا معناه اعتزلوا يتشاورون وقوله تعالي ياسفي علي يوسف والمعني يريد به يا حزني والاسف اشد الحزن وقوله تعالي فهو كظيم معناه كميد وقوله تعالي تفتا معناه تزال وقوله تعالي حتي تكون حرضا او تكون من الهالكين فالحرض ,0120ZaydIbnCali.GharibQuran.Tafsir05089-ara1,38
 وقوله تعالي وجنا ببضاعه مزجاه معناه قليله يسيره ويقال زيوف رديه ويقال كاسده ويقال ناقصه وقوله تعالي لا تثريب عليكم اليوم معناه لا لوم عليكم وقوله تعالي اني لاجد ريح يوسف قال زيد بن علي عليهما السلام وجدها من مسيره عشره ايام وقوله تعالي لولا ان تفندون معناه تكذبون ويقال تسفهون وقوله تعالي ورفع ابويه علي العرش معناه علي السرير ,0120ZaydIbnCali.GharibQuran.Tafsir05089-ara1,38
 ظلوما جهولا الاحزاب فمن لم يد امانته فيها كان منافقا وكان كافرا قال تعالي وان الله لايحب من كان خوانا اثيما النسا وقال تعالي ان الله لا يهدي كيد الخانين يوسف ولا يتوب الله الا علي من تاب اليه ولا يرضي عمن اتبع سخطه انما يرضي الله تعالي عمن ارضاه واتبع رضوانه ومن استغني عن الله ولم يتب اليه استغني ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,7
 الجنه ام هم في شك فيه انه من اصحاب النار قال الله تبارك وتعالي ما كان حديثا يفتري ولكن تصديق الذي بين يديه وتفصيل كل شي وهدي ورحمه لقوم يمنون يوسف فالممن مهتد مرحوم قال الله تبارك وتعالي وان الله لهاد الذين امنوا الي صراط مستقيم الحج فمن هداه الله الي صراط مستقيم كان منزله عند الله الجنه وقال الله ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,20
 تبارك وتعالي واذ تاذن ربكم لن شكرتم لازيدنكم ولن كفرتم ان عذابي لشديد ابراهيم وكفر بالله سبحانه وقد قال يعقوب صلي الله عليه وسلم لبنيه عليهم السلام اذهبوا فتحسسوا من يوسف واخيه ولا تياسوا من روح الله انه لا يياس من روح الله الا القوم الكافرون يوسف وما خشي يعقوب علي بنيه ان يشركوا بالرحمن وهم ممن اصطفاه الله تبارك ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,26
 اصحاب الكهف واذ اعتزلتموهم وما يعبدون الا الله الكهف فاعتزلوا قومهم في عباده الاوثان ولم يعتزلوهم في عباده ربهم وقال الله تبارك وتعالي وما يمن اكثرهم بالله الا وهم مشركون يوسف فلا نبرا من ايمان المشركين بالله ونبرا من شركهم بالله فكما لم ينفع المشركين عمل مع شركهم بالله كذلك لم ينفع عمل من كان من اهل القبله يدعي الاسلام ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,30
 لنوح احمل فيها من كل زوجين اثنين واهلك الا من سبق عليه القول منهم هود وقال وان لوطا لمن المرسلين اذ نجيناه واهله اجمعين الا عجوزا في الغابرين الصافات وقال ليوسف ص وكذلك يجتبيك ربك ويعلمك من تاويل الاحاديث ويتم نعمته عليك وعلي ال يعقوب كما اتمها علي ابويك يوسف افتري ان ال يعقوب الا النسا ثم قال سلام علي ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,65
 لم يكن له ابن يومذ غيرهما وقال الله عز وجل وهو يذكر نعمته علي ابراهيم ووهبنا له اسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داود وسليمان وايوب ويوسف وموسي وهارون وكذلك نجزي المحسنين وزكريا ويحيي وعيسي والياس كل من الصالحين الانعام فنسب الله عز وجل عيسي الي ابراهيم في الكتاب وجعله من ذريته ثم قال واسماعيل واليسع ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,67
 لما سبق به السابقين لان الله عز وجل فضل السابقين علي التابعين وقال قل هذه سبيلي ادعو الي الله علي بصيره انا ومن اتبعني وسبحان الله وما انا من المشركين يوسف وكان رسول الله صلي الله عليه واله وسلم الداعي علي بصيره وكان اول من اتبعه عليا عليه السلام وكان الداعي من بعده علي بصيره لانه اول من اتبعه واولي ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,90
 في الكتاب فقال فقل تعالوا ندع ابنانا وابناكم ونسانا ونساكم ال عمران فاخبر عز وجل ان له ابنا فاخذ بيد علي وفاطمه والحسن والحسين وقال ومن ذريته داود وسليمان وايوب ويوسف وموسي وهارون وكذلك نجزي المحسنين وزكريا ويحيي وعيسي والياس كل من الصالحين الانعام فاخبر الله عز وجل ان عيسي بن مريم من ذريه نوح وابراهيم والحسن والحسين اقرب الي ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,93
 فشربوا منه الا قليلا منهم البقره وقال تعالي في ذم الكثره والجماعه وان تطع اكثر من في الارض يضلوك عن سبيل الله الانعام وقال وما اكثر الناس ولو حرصت بممنين يوسف وقال في الجماعه ام تحسب ان اكثرهم يسمعون او يعقلون ان هم الا كالانعام بل هم اضل سبيلا الفرقان وقال تعالي ياايها الذين امنوا ان كثيرا من الاحبار والرهبان ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,100
 عن اياتنا لغافلون ومن سوره هود قال تعالي لمحمد صلي الله عليه واله وسلم فلا تك في مريه منه انه الحق من ربك ولكن اكثر الناس لا يمنون ومن سوره يوسف قال والله غالب علي امره ولكن اكثر الناس لا يعلمون وفيما حكي من قول يوسف عليه السلام ذلك من فضل الله علينا وعلي الناس ولكن اكثر الناس لا يشكرون ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,107
 تعالي ولو انا كتبنا عليهم ان اقتلوا انفسكم او اخرجوا من دياركم ما فعلوه الا قليل منهم النسا وقال تعالي في ذم الجماعه والكثير وما اكثر الناس ولو حرصت بممنين يوسف وقال تعالي وان تطع اكثر من في الارض يضلوك عن سبيل الله الانعام وقال تعالي ام تحسب ان اكثرهم يسمعون او يعقلون ان هم الا كالانعام بل هم اضل ,0122ZaydIbnCali.MajmucRasail.Zaydiyya0000074-ara1,120
 النحرير البدر المنير المنصور بالله محمد بن عبد الله الوزير وهو عن شيخه السيد العلامه عماد الدين يحيي بن عبد الله عثمان الوزير وهو عن شيخه السيد العلامه الحسين بن يوسف بن حسين بن احمد زباره وهو عن ابيه يوسف وهو عن ابيه الحسين بن احمد وهو عن شيخه العلامه صفي الاسلام كبير اهل الحل والابرام احمد بن صالح ابي ,0122ZaydIbnCali.MusnadZayd.Zaydiyya0000052-ara1.completed,139
 عن الشيخ العلامه الجليل بن ابي الفوارس عن الشيخ العلامه ابي علي بن اموج عن القاضي العلامه زيد بن محمد عن الشيخ العلامه علي بن محمد خليل عن القاضي العلامه يوسف عن الامام ابي طالب يحيي بن الحسين الهاروني عن الشيخ العلامه احمد بن محمد البغدادي عن عبد العزيز بن اسحاق عن علي بن محمد النخعي عن سليمان بن ابراهيم ,0122ZaydIbnCali.MusnadZayd.Zaydiyya0000052-ara1.completed,140
 قال حدثني ابي علي بن ابي طالب عليه السلام في قوله تعالي لولا ان راي برهان ربه قال قامت امراه العزيز علي صنم لها فسترته فقالت انه يرانا فقال لها يوسف عليه السلام ما هذا قالت استحي من الصنم ان يراني فقال لها يوسف عليه السلام اتستحيي ممن لا يسمع ولا يبصر ولا ينفع ولا يضر ولا تستحيي ممن خلق ,0122ZaydIbnCali.MusnadZayd.Zaydiyya0000052-ara1.completed,168
 شك وقوله تعالي ولا تركنوا معناه لا تميلوا وقوله تعالي وزلفا من الليل معناه ساعات منه واحد ت ها زلفه وقوله تعالي ما اترفوا فيه معناه ما تكبروا فيه سوره يوسف عليه السلام اخبرنا ابو جعفر قال حدثنا علي بن احمد قال حدثنا عطا بن الساب عن ابي خالد عن زيد بن علي عليهما السلام في قوله تعالي وكذلك يجتبيك ,0122ZaydIbnCali.TafsirGharibQuran.Zaydiyya0000297-ara1,36
 الاعاجم تشرب فيه والجمع صيعان وقوله تعالي وانا به زعيم معناه كفيل وقوله تعالي استيسوا منه معناه يسوا منه وقوله تعالي خلصوا نجيا معناه اعتزلوا يتشاورون وقوله تعالي يااسفي علي يوسف والمعني يريد به يا حزني والاسف اشد الحزن وقوله تعالي فهو كظيم معناه كميد وقوله تعالي تفتا معناه تزال وقوله تعالي حتي تكون حرضا او تكون من الهالكين فالحرض ,0122ZaydIbnCali.TafsirGharibQuran.Zaydiyya0000297-ara1,38
 وقوله تعالي وجنا ببضاعه مزجاه معناه قليله يسيره ويقال زيوف رديه ويقال كاسده ويقال ناقصه وقوله تعالي لا تثريب عليكم اليوم معناه لا لوم عليكم وقوله تعالي اني لاجد ريح يوسف لولا ان تفندون معناه تكذبون ويقال تسفهون وقوله تعالي ورفع ابويه علي العرش معناه علي السرير وقوله تعالي وجا بكم من البدو معناه من الباديه وقوله تعالي وما يمن ,0122ZaydIbnCali.TafsirGharibQuran.Zaydiyya0000297-ara1,38
 ابو سعد ابن عثمان بن محمد العجلي قال ثنا ابو عبد الله الحسين بن محمد بن الحسين الثقفي ثنا احمد بن محمد الصرصري ثنا ابو طلحه احمد بن محمد بن يوسف ابن مسعده الفزاري قال ثنا ابو اسحاق ابراهيم بن الحسين بن علي الهمذاني سنه ثمان وسبعين وثلاث ماه قال ثنا ابو نعيم الفضل بن دكين ثنا سفيان ابن سعيد ,0124IbnShihabZuhri.TanzilQuran.Shamela0026887-ara1,2
 ثم سوره كهيعص ثم سوره طه ثم سوره الواقعه ثم سوره الشعرا ثم سوره النمل ثم سوره القصص ثم سوره بني اسرايل ثم سوره يونس ثم سوره هود ثم سوره يوسف ثم سوره الحجر ثم سوره الانعام ثم سوره والصافات ثم سوره لقمان ثم سوره سبا ثم سوره الزمر ثم سوره حم الممن ثم حم السجده ثم حم عسق ثم ,0124IbnShihabZuhri.TanzilQuran.Shamela0026887-ara1,10
 فاد السيد الكويت غايه النهايه في طبقات القرا ابن الجزري محمد بن محمد ت ه تح برجستراسر وبرتزل القاهره قلاد المرجان في بيان الناسخ والمنسوخ من القران الكرمي مرعي بن يوسف ت ه تح سامي عطا حسن الكويت الكواكب النيرات في معرفه من اختلط من الرواه والثقات ابن الكيال محمد بن احمد ت ه تح عبد القيوم عبد رب النبي ,0124IbnShihabZuhri.TanzilQuran.Shamela0026887-ara1,12
 ه تح د عبد الغفار سليمان بيروت ناسخ القران العزيز ومنسوخه ابن البارزي هبه الله ت ه تح د حاتم صالح الضامن بيروت النجوم الزاهره ابن تغري بردي جمال الدين يوسف ت ه دار الكتب المصريه نكت الهميان الصفدي خليل بن ايبك ت ه مصر نواسخ القران ابن الجوزي تح محمد اشرف علي الملباري منشورات الجامعه الاسلاميه بالمدينه المنوره الوسيط ,0124IbnShihabZuhri.TanzilQuran.Shamela0026887-ara1,13
 يعطه قبله من خلقه بشرا من كان يرغمه رغما فدام له حتي يري انفه بالترب منعفرا وقال في مقتل زيد بن علي يعز علي احمد بالذي اصاب ابنه امس من يوسف خبيث من العصبه الاخبثين وان قلت زانين لم اقذف وقال ايضا رضي الله عنه دعاني ابن الرسول فلم اجبه الهفي لهف للقلب الفروق حذار منيه لا بد منها وهل ,0126KumaytIbnZaydAsadi.Rawda.Shia003659-ara1,17
