Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount
433,المتوفي,شرح,وشرحها,تاليف,وسماه,وشرح,الالفيه,لشهاب,الاسنوي,جلال,37,24,21
434,يصلب,الصلب,يتقطع,يترك,ليعتبر,فيتاذي,يقتل,ليدفنوه,خشبه,يخلي,37,36,17
435,فولد,بجيله,ازده,لخم,عمم,ثعلبه,وبست,ذعر,رهط,وولد,37,37,19
436,العلو,السفل,ذراع,بذراعين,سفل,بذراع,والسفل,علو,يحسب,المجرد,37,29,18
437,حميد,زكاه,الزكاه,يزكي,زكاتك,الفطر,المملوك,مال,سفيان,غارما,37,35,5
438,والليله,الكبري,حديث,كلاهما,الرقي,سي,الزهد,نحوه,بريده,ثلاثتهم,37,37,3
439,بالناس,مروا,فليصل,رقيق,فانكن,مقامك,صواحبات,حياه,يصلي,صواحب,37,36,32
440,بات,الحليفه,عقلته,بالابطح,بذي,الترويه,وبذي,طوي,بمني,النفر,37,33,21
441,ابينا,اطرحوه,اقتلوا,ضلال,وتكونوا,مبين,عصبه,لفي,ابانا,يخل,37,35,34
442,بالصالحين,والحقني,توفني,النبيين,مسلما,بالموت,احتضاره,فيستدل,والمرسلين,دعا,37,37,30
443,كناه,حدث,وكناه,الجهضم,اسامه,الراسي,حنين,الباهلي,الكليبي,البصري,36,36,3
444,نصفان,البذر,زرعا,فجميع,الارض,فاخرجت,اجر,يزرعها,قياس,اخرجت,36,28,4
445,مسعده,السمرقندي,جرجان,السهمي,الجرجاني,حمزه,القاسم,عبدالحكم,انبانا,بجرجان,36,35,5
446,النقل,يكذبون,والمد,الصاع,الخضراوات,صيعانهم,اسلافهم,تقليدهم,قبلناه,كالمعروف,36,36,29
447,وامثاله,قبر,بمخلوق,القبور,تزورها,كابي,خلفهم,ويستسقون,قبور,ووسيله,36,35,14
448,ويتم,ابويك,نعمته,اتمها,يجتبيك,ويعلمك,ربك,تاويل,عليك,الاحاديث,36,36,35
449,اوفدني,صحصح,الاهتم,بقرابته,افيح,فقدمت,وغاشيته,قاع,وحشمه,وفد,36,36,23
450,الابهري,قشيش,عروبه,القاهر,جدي,واخبرنا,الحراني,الجوهري,طالب,الشيخ,36,35,3
451,صبر,والسجن,وذهاب,قومه,الذبح,اذي,وايوب,الضر,العزم,يضربونه,36,35,36
452,الزعفراني,بمكه,البصري,عيينه,الاصبهاني,املا,زياد,الصباح,الزهري,النهي,36,36,10
453,طرقه,التابعين,الصحابه,وتحصل,عد,صحابيا,فجاوز,متعاصران,الحافظان,فصلته,36,35,28
454,بصيره,اتبعني,ادعو,سبيلي,مشركون,قل,وسبحان,اكثرهم,الشرك,اتباعه,36,34,32
455,وشاهد,صغار,وصاحب,اقتحمي,عذاب,تقاعست,ماشطه,اهون,اجله,تقاعسي,36,36,29
456,بالناس,فاعادوا,مروا,فليصل,يهادي,فخرج,يليك,تخطان,اسيف,فاعاد,35,34,28
457,مسنه,ففيها,تبيعان,تبيع,تبلغ,ستين,وربع,تبيعتان,الاربعين,البقر,35,34,29
458,المساقاه,يجوزها,النخل,الثمره,المزارعه,الشجر,المعامله,يزرع,يساقيه,ويساقيه,35,32,28
459,للوالدين,فنسخ,للولد,للذكر,ورقا,الوصيه,نجيح,فجعل,ازواجكم,لوارث,35,35,18
460,قراه,اسمع,نسمع,الارموي,وانا,ملاعب,ونحن,طبرزد,البغداديان,ببغداد,35,32,15
461,الطنافسي,وغيرهم,وعنه,معين,صدوق,وجماعه,والنساي,ويقال,الكوفي,وثقه,35,35,16
462,بدم,قميصه,سخله,ذبحوا,القميص,بدمها,احلم,ولطخوا,وجاوا,الذب,35,35,34
463,المولي,مدرسا,والفاضل,بمدرسه,الفاضل,العالم,العامل,بالي,الفناري,ومنهم,35,33,7
464,رتبه,فقهه,كابي,المجتهدين,المجتهد,قررها,واشهب,الطبقه,القواعد,ومستفيد,35,35,30
465,عجره,نسك,ففديه,مساكين,كعب,فثلاثه,ليلي,صيام,اذي,سته,35,32,19
466,الرهن,ماله,رهنا,اضمن,المرتهن,يحبسه,يبيع,يحجر,دينه,الغرما,35,35,21
467,فليركع,الزرقي,حدثاه,صغيره,سليم,عنقه,دخل,ركعتين,بشير,المسجد,35,35,13
468,اميمه,نبي,اخشي,واثنتين,خمسا,ليستعمله,العمل,تتابعت,تكفر,منك,35,34,29
469,ذهبتم,ليخبرني,رحلي,رحالكم,فاهلكتموه,باخي,الصواع,انطلقتم,بالصواع,وانكم,34,34,27
470,يسرق,فاسرها,سرق,يبدها,اخ,مكانا,شر,تصفون,انتم,وفوق,34,34,32
471,الطبراني,الاوسط,وفيه,رواه,البزار,السمتي,ضعيف,ورجاله,متروك,وثمنها,34,34,1
472,وكنت,لقيت,وابكاني,بالمكان,اعاتبه,زوارا,فعلمني,النادمين,فاقره,قومه,34,34,32
473,لليله,الزوال,ري,المستقبله,الهلال,الماضيه,نهارا,فهو,لريته,للمستقبله,34,34,34
474,مسح,المسح,الجوربين,اصابع,الراس,الربع,ربع,والممسوح,اجزاه,الجورب,34,32,28
475,اتيتني,وعلمتني,فاطر,وليي,توفني,والحقني,بالصالحين,والاخره,والارض,مسلما,34,32,32
476,احسنت,انزلت,قراتها,فبينا,بحمص,ويحك,اقرا,هكذا,فقرات,فبينما,34,32,32
477,يحدثه,سمعته,سربا,وعمرو,اخبرهم,جبير,صاحبه,حاطا,لعند,وسارب,34,33,24
478,بولس,اسقفا,روميه,بهوذا,كرز,يوحنا,يهوذا,الرب,لوقا,سبط,34,29,11
479,والفحشا,السو,لنصرف,عبادنا,المخلصين,الاخلاص,مشركه,يبتلي,لله,فامراه,34,34,24
480,الجنابه,غسل,ميمونه,توضا,فغسل,الغسل,اغتسل,جسده,كريب,زوج,34,26,17
481,اكتسبه,الرده,لورثته,المرتد,فيا,اسلامه,المسلمين,ورثته,كسبه,حال,34,33,26
482,ويسعي,ثلثه,يرث,ثلثيه,يعتق,التركه,ويعتق,قيمته,الالفين,للابن,34,21,8
483,لبنتين,تبرز,بسرغ,القاري,واسع,ناسا,حبان,الشطر,فاقضه,الوبا,34,34,15
484,اماما,القونوي,الدين,الزارندي,بالقاهره,وسبعماه,المغربيين,مصادرته,القضاه,بمقبره,34,34,22
485,ابويه,ادخلوا,دخلوا,امنين,اوي,وخروا,سجدا,ورفع,العرش,رياي,34,34,32
486,النعم,هديا,الصيد,النعامه,طعاما,القيمه,الوحش,صاع,بقره,يشتري,34,32,25
487,يقوما,الداري,وتميما,باحدي,بالمين,الساب,ركعه,نعتمد,القار,للناس,33,31,27
488,جقمق,الاشرف,ودام,اينال,بامره,باي,برسباي,قاني,الاتابك,ططر,33,33,7
489,الرطب,بالتمر,بيع,الرطبه,باليابسه,بالرطب,متفاضلا,بمثل,مثلا,بالزبيب,33,29,22
490,الشيطان,القهار,متفرقون,لشيطان,اخوتي,الخاسرون,رب,انسانيه,نزغ,الاصنام,33,33,29
491,المسيح,انجيل,لوقا,النجار,الخشب,استوهبه,يسوع,وصلبوه,ويبصقون,فيلاطوس,33,31,19
492,مردك,البرمكي,القادر,حنبل,ناصر,بطه,اخبرنا,اصدقا,حاتم,سري,33,32,10
493,خيلا,فجات,برجل,نجد,اثال,ثمامه,بعث,وربط,يحبس,فلصفوان,33,33,15
494,فاوحي,هشمني,وفنيت,اتشكوني,ابتلاني,اخطاتها,خلقي,وافناني,خطيه,فاغفرها,33,31,29
495,فانحط,اتعمل,لجبريل,مكتوب,السفها,يصيب,الخطيه,الحزن,عبدي,ترجعون,33,33,24
496,المصر,يقام,الطريق,مجنون,قطاع,القطع,قطع,صبي,الصبي,الحد,33,33,14
497,اليا,الضمه,حركه,الجزم,نحو,فحذفت,الحركه,الساكنين,الواو,كقراه,33,31,20
498,قرات,وقرا,وقرات,واخبرني,بها,واخبره,الحرتكي,غلبون,الصريفيني,لي,33,28,9
499,قبلكم,جردوا,اسي,كهيل,الشعثا,يعتمر,حجبنا,كتفيه,اوتيتها,الرجيم,33,32,28
500,برب,تقرا,الفلق,اعوذ,اقرني,ابلغ,عقبه,لن,قل,هود,33,32,29
501,البهلول,الواعظ,املا,الانباري,الازرق,العلاف,التنوخي,جدي,مالج,وعثمان,33,33,4
502,العجمي,خليل,الحداد,الرجا,وخليل,باصبهان,سماعا,انا,اخبركم,بقراتي,32,32,20
503,صحب,ورويما,ومنهم,الجنيد,ورافق,المشايخ,تراب,النخشبي,رويما,الدينوري,32,32,13
504,وفيها,توفي,السيرافي,سيبويه,وتسعون,الفاضل,ببغداد,نتبرك,حافظه,السنه,32,32,20
505,واردهم,فارسلوا,دلوه,فادلي,الجب,فعذب,مدين,ملحا,سياره,بشري,32,32,30
506,يميني,الصف,وشمالي,واقف,يخمس,فنظرت,عوف,الماجشون,بدر,نظرت,32,32,30
507,جوصا,مالكا,عمير,الكلابي,اخبره,الوهاب,ابنا,مثرود,الاعلي,وهب,32,32,10
508,عشرينه,وناظر,عوضا,القصيف,والحنبلي,السر,الدين,محب,الامير,والقضاه,32,32,15
509,بالويه,المزكي,منبه,العلوي,همام,الرزاق,معمر,السلمي,املا,هريره,32,32,10
510,السمتي,الجنيدي,بثقه,ضعيف,بسر,يكذب,سمعت,النساي,بالقوي,بشي,32,31,7
511,فالبسه,بقميص,القي,اياه,القميص,جبريل,عنق,فجعله,حرير,والبسه,32,32,29
512,قبر,شمعون,يوحنا,الصين,الاماكن,اليونان,بنو,فهرس,قصر,الحروري,32,32,26
513,بركه,يمضي,قصر,جب,تمضي,الثنيه,بفوهه,والجب,والوسط,واجيادين,32,31,22
514,اصبعا,مبلغ,اذرع,ذراعا,النيل,القديم,اصابع,السنه,الزياده,ولايه,32,32,4
515,ولوط,وشيث,ونوح,مختونا,وسام,مختونين,وشعيب,وهود,وادريس,وصالح,32,31,29
516,ضرغام,لاحق,انيس,وتدعي,خاتون,هبيره,منسه,حسين,هاشم,الصديق,32,31,18
517,مخرمه,يعتق,منقذ,بكير,المسيب,عبدا,النار,اكثر,وهب,الخولاني,32,28,26
518,فغنموا,ابلا,بعيرا,سريه,يغر,نجد,بليل,وتحللتها,سهمانهم,بعث,32,30,18
519,الوصي,بالبيع,لليتيم,للصغير,الوكيل,الراهن,بالنصف,رهن,الموكل,الثمن,32,32,14
520,طالق,واحده,يقع,شات,انت,فهي,ثلاثا,ثنتان,عتق,شت,32,32,20
521,كساها,الكعبه,القباطي,بنا,البرود,الديباج,كسيت,تكسي,بناها,اخريين,31,31,28
522,النسوه,نسوه,النصف,رجعوا,الرجل,سدس,شهد,نصف,كثرن,فقضي,31,27,17
523,اوسق,العشر,يوسق,خمسه,الوسق,كالزعفران,السكر,كالذره,والقطن,يجب,31,27,14
524,ذريته,وزكريا,ذريه,وايوب,نجزي,وعيسي,بذريه,وهارون,وسليمان,وموسي,31,31,31
525,تفسد,الصفوف,يفسدن,خلفهما,العاطس,تفسدان,المتغوط,يرد,يمينهن,الاذان,31,30,13
526,صنم,استحي,يراني,استحيي,فسترته,يبصر,بثوب,فقامت,الصنم,تستحين,31,31,28
527,الهدير,التيمي,مليكه,لسجود,اخبرهم,حبه,فاستقبل,الحصي,الجمار,رمي,31,31,29
528,بالناس,فامروا,اسيف,لانتن,لحفصه,خفه,يهادي,مقامك,امرت,انكن,31,30,29
529,طولون,المعتضد,خمارويه,الجيش,المقتدر,بالعباس,الاثنين,البيعه,خمار,خطوط,31,30,17
530,البرمكي,المعمر,المبارك,القادر,الجبار,طالب,عبدالجبار,عبدالقادر,الانصاري,انبانا,31,31,1
531,لوط,قاهث,نوح,وهارون,ايشا,ثم,لاوي,يصهر,هود,نبي,31,31,19
532,وكرمه,عجبت,يغفر,وصبره,لصبر,لصبره,ليستفتي,يخرجوني,وعجبت,ليخرج,31,31,26
533,وبنات,البنات,بنات,العجارده,الاخوه,الميمونيه,والاخوات,الخوارج,الاخوات,نكاح,31,29,26
534,رموز,لينتفع,ترجمتها,بذكرها,اكتفا,تهذيب,الكاشف,اقتصر,زادا,الكمال,31,18,1
535,الاعراف,الانعام,الاسرا,هود,طه,النحل,الماده,التوبه,الانفال,الكهف,31,27,21
536,وعنه,وخلق,ومطين,والمحاملي,والبغوي,وطبقتهم,واره,حاتم,وطافه,وثقه,31,31,7
537,هدينا,ووهبنا,ونوحا,ذريته,نجزي,كلا,وايوب,المحسنين,وهارون,وزكريا,31,29,29
538,نستبق,ذهبنا,وتركنا,متاعنا,فاكله,بممن,اصابكم,ابانا,نتسابق,الذب,31,30,28
539,للسالين,واخوته,برقم,ايات,باب,كتاب,الانبيا,لقد,وباب,احاديث,31,30,17
540,بامر,المستظهر,المقتفي,المستضي,المستنجد,لامر,بالله,المقتدي,لدين,الخليفه,31,31,23
541,الاستخراج,السابق,فواد,بالتحديث,المهمل,والباب,تصريح,القعنبي,بالعنعنه,متنه,31,21,5
542,صواحب,فراجعته,يتشام,فانكن,رق,مري,بالناس,ليصل,فعادت,انكن,31,27,28
543,شرح,لابن,ابيات,لابي,اللري,لمحمد,اللاردي,الفيه,الجمل,السيرافي,31,22,13
544,اركين,ابنا,الربعي,حاجب,سعدان,الفرغاني,اخبركم,بقراتي,بنيسابور,قراه,30,27,15
545,كفا,تعير,ابوان,الكفاه,لحقوق,بفسق,التفاخر,لادا,وامتداد,الديانه,30,27,16
546,حدثك,كتم,محمدا,مسروق,الشعبي,انزل,كذب,حيه,متي,عنها,30,30,13
547,سولت,كظيم,حرضا,وابيضت,الهالكين,ياتيني,بثي,وحزني,عيناه,تفتا,30,30,29
548,طبرزذ,وزينب,كيسان,مكي,الجوهري,شيبان,النحوي,حفص,الانصاري,القاضي,30,30,2
549,النعالي,الكاتبه,السماك,شهده,الختلي,اخبرتنا,الحناي,الابري,الحوزي,اخبرنا,30,30,15
550,صعصعه,الخدري,فاعتزلنا,بالندا,قل,سمحا,اذانا,المازني,يقرا,الصوت,30,30,17
551,واباكم,سميتموها,اارباب,تعبدون,متفرقون,القهار,دونه,صاحبي,انتم,انزل,30,30,26
552,الاشيري,الحصري,الدباغ,الفتوح,البر,الينا,النمري,الفرج,العزيز,مكه,30,30,8
553,ومروا,فليذن,بلالا,اغمي,بالناس,افاق,مروا,اسيف,فليصل,اقيمت,30,30,27
554,عرشك,بمعقد,بمعاقد,اسالك,العز,بحق,انبياك,واكره,وبحق,بالعرش,30,28,24
555,البغي,الكلب,خديج,وثمن,الكسب,وكسب,بصاع,الحجام,ومهر,الليث,30,28,13
556,ذبيح,الذبيح,باسحاق,اسرايل,صديق,البشاره,وساله,خليل,والزواد,وبشرناه,30,29,29
557,درهما,درهم,دراهم,يلزمه,لزمه,كذا,اقل,الكثره,قفيزان,حنطه,30,27,18
558,لاعن,يلاعن,نفاه,ينفه,النفاس,الولد,الحمل,نفي,لاقل,الحولين,30,26,16
559,شكوت,نوفل,زينب,خارجا,للعله,يتعاطون,يتنازعون,ادخال,البعير,احلامهم,30,30,12
560,قاد,ومكر,الثقفي,داهيه,والطاف,ودها,واقدام,بالطاف,سفاكا,للدما,30,30,27
561,يلبس,الثياب,المحرم,تنبعث,بزعفران,مصبوغا,يهل,الاهلال,راحلته,يصبغ,30,30,17
562,الوطاه,كسني,خذهم,وطاتك,اجعلها,اشدد,الطا,الواو,عقوبتك,مضر,30,30,17
563,كادش,بوش,الجازري,العز,اسعد,خليل,اخبرنا,المعافي,بتلاق,صفين,30,30,2
564,الثلث,سهام,الورثه,السدس,نصيب,اوصي,نصيبا,اقل,اخس,جاوزه,30,28,21
565,اخبرتهم,فاطمه,الطبراني,ريذه,ابنا,وفاطمه,الجوزدانيه,بنت,الخير,باصبهان,30,30,4
566,عجوز,نخرج,اسرايل,عظامه,ننقل,ببني,موثقا,حضره,ضلوا,قبره,29,28,23
567,ارقاكم,سكرات,وعلمها,هون,يحسد,علموا,تلاها,ملكت,استياست,واستاخر,29,28,27
568,رايح,فقسمها,الاقربين,تجعلها,اقاربه,رابح,طلحه,افعل,عمه,مال,29,28,16
569,المتوفي,الحنبلي,سمعه,المنوفي,المزلق,المقدسي,الدمشقي,بابن,المحقق,زين,29,19,25
570,بطيه,صلينا,الصبح,فقرا,بسوره,كلتيهما,وسوره,يطلع,الركعتين,ورا,29,29,28
571,واخبرنا,انا,الجنزرودي,واخبرتنا,السيدي,الميانجي,البحيري,شجاع,القشيري,القاسم,29,29,2
572,وجيها,شهادته,الفاسق,الشهاده,مروه,يجازف,الكذب,الشاهد,تلقين,شهاده,29,27,14
573,الباس,شماس,اكشف,ثابت,قيس,المازني,جده,رب,السرح,مريض,29,28,22
574,مريم,الفريابي,امنوا,فاكتبنا,الحفده,الاختان,وتابي,النور,يطاع,وحفده,29,26,14
575,انضبوا,اعطها,حكمها,بحيره,مستنقع,فانطلقت,احتفروا,عظام,ضو,اقلوها,29,29,23
576,كاتبت,حربيا,عوف,يرينا,لامنعه,بسيفه,الماجشون,تحتي,فتخللوه,فالقيت,29,24,18
577,ومولده,وحدث,ودفن,مه,وخمس,توفي,ليله,بمقبره,ولنا,الشيخ,29,28,6
578,معقل,جدته,الوداع,جمل,حجه,فجعله,حج,الوهبي,سبيل,سلام,29,29,28
579,مكنا,برحمتنا,يشا,يتبوا,ولنعلمه,ليوسف,مكناه,نضيع,نشا,نتخذه,29,29,25
580,منده,حيويه,الفهم,اللفتواني,معروف,شجاع,الدنيا,انا,واخبرنا,قالا,29,29,1
581,وتشرب,تكذب,بحمص,الخمر,انزلت,اتجمع,فضربه,ووجد,رادا,احسنت,29,29,26
582,الاستراباذي,وثلاثماه,بجرجان,السباك,شهريل,البكراباذي,الشاماتي,جرجاني,روي,الوزدولي,29,29,8
583,الخصيب,النساي,الكريم,النيسابوري,شعيب,اخبرني,بمصر,القطان,بغدادي,مروزي,29,29,2
584,المتيم,البهلول,الواعظ,رزق,ابنا,املا,التميمي,الوهاب,قراه,الباقرحي,29,28,19
585,الحرمه,اختلط,التحريم,لبن,اللبن,تثبت,رضاعا,بلبن,تعلق,باغلبهما,29,29,15
586,وعنه,معين,واخرون,اثبت,عس,زرعه,واره,وخلق,والنساي,وجماعه,28,28,12
587,القلم,ثلم,عبرات,الاقلام,يناجيه,العسوس,العطرق,الاسماع,فراق,الغواني,28,28,24
588,اشتري,حنطه,السلم,المشتري,تسعمه,فالمشتري,الثمن,مرابحه,رقمه,بالخيار,28,28,7
589,الحويرث,يريدان,اهللت,بعثني,الظل,التلول,فيح,بالبطحا,فجت,رجلان,28,28,14
590,البينه,يديه,بينه,بينته,واقام,الباع,اقام,المشتري,اشتري,رجل,28,28,11
591,بوسف,ين,عته,برداد,عيد,للسن,يتسب,مطروح,بحيي,ومديته,28,27,11
592,السعديين,موسكان,زقاق,قنطره,الاذني,الاهواز,بقراتي,بندار,قراه,رباح,28,27,7
593,مولاهم,الالتقا,صحيحه,الاستخراج,المحال,وتربيها,وتراعيها,فاكلفوا,والتناجش,تترقبه,28,20,4
594,المكي,المرجاني,المرشدي,النويري,الضيا,ظهيره,القسطلاني,الانصاري,القرشي,رقيه,28,26,3
595,مجيد,باركت,قولوا,ال,صل,نصلي,انك,صليت,بارك,خباب,28,25,25
596,المرتضي,الهادي,الداعي,الكاظم,مفضل,المفضل,الصادق,المنصور,الامام,الجواد,28,24,22
597,باقرارهم,بينهم,البينه,المدعي,اقسمها,قسمتها,ادعي,الغاب,كفيل,ويقسمها,28,26,12
598,الدواب,قتلهن,السباع,ناب,جناح,اكل,المحرم,ثعلبه,الخولاني,والحداه,28,28,16
599,النهر,الكري,طينه,جاوزوا,المسناه,الكرا,يكروا,حريم,اعلاه,ارضه,28,25,14
600,ليطمن,لوطا,تمن,ويرحم,ياوي,لبثت,لاجبت,تحيي,ارني,الموتي,28,26,22
601,وشيا,الالهاني,سكه,الحرث,عواقب,باله,الاشتغال,يحذر,مجاوزه,وراي,28,27,21
602,الجب,طرحوني,لمنزلتي,طرحك,عاش,تحبه,حسدوني,حولين,لاسحاق,الصادقه,28,22,15
603,مثني,الليل,ركعتين,اربعا,شت,ستا,صلاه,والنهار,تطوع,بالليل,28,28,23
604,بعتك,الخيار,خيار,المشتري,فللمشتري,القبض,القبول,قبول,وللباع,يتفرقا,28,28,19
605,تنبني,مسود,سودت,وجوه,بايع,رحمك,الممنين,الحداني,مازن,قام,28,27,25
606,ويمكث,عسلا,جحش,يشرب,زينب,الكاهن,اسوه,وليلتها,يكفر,وحلوان,28,28,20
607,عظموا,وفخموا,كالجبال,هرما,سقطا,مسحه,وقلب,وصوره,رجليه,يموت,28,28,25
608,وقابس,والذيال,وذو,والمصبح,ووثاب,وعمودان,والضروح,والطارق,والفليق,راها,28,26,27
609,واستمر,وثمانماه,عوضا,برسباي,جقمق,صرف,جمادي,القضاه,اعيد,وصرف,28,28,18
610,اقتلوه,سرق,حاطب,بلص,المصاحفي,اتي,اقطعوا,فقطعت,شميل,فقالوا,27,25,27
611,الواشمات,والمتفلجات,المغيرات,والمتنمصات,لعن,للحسن,والمستوشمات,فخذوه,والموتشمات,اتاكم,27,26,27
612,يستتاب,الزنديق,المرتد,يقتل,توبته,الساحر,والزنديق,استتابه,بالفساد,قتل,27,24,17
613,زنت,فليجلدها,زناها,يثرب,فتبين,فاجلدوها,بضفير,المقبري,سمعه,تنفي,27,27,18
614,البكم,الصم,يعقلون,للناس,اخرجت,الدواب,تاتون,السلاسل,كنتم,شر,27,27,14
615,اقرني,الفلق,برب,تقرا,فوضعت,اتبعت,راكب,اعوذ,ابلغ,قدمه,27,26,19
616,اذهب,قوس,فالحزن,ظهرك,فالبكا,ظهري,بصرك,تشكوني,ليعقوب,تستحي,27,27,26
617,التفضيل,اضيف,اخوته,بنونا,افعل,افضل,يضاف,وبناتنا,ابنانا,بنوهن,27,26,21
618,زباره,الحوثي,العلامه,الغالبي,السيد,الميدي,القاسمي,العجري,المختفي,حوريه,27,20,14
619,عتبه,ونقش,غزوه,اخبره,سافر,غزا,اياما,صام,خاتما,رمضان,27,27,11
620,الايذجي,حدث,بالرافقه,روي,الخلمي,الرماني,رحمويه,وبحير,المخضوب,الغزي,27,26,13
621,المنقطعه,منقطعه,الابعد,جابلسا,جابلقا,الري,والري,الغيبه,بعوده,القوافل,27,27,20
622,ليطمن,ارني,الموتي,لوطا,تمن,ياوي,تحيي,ويرحم,لبثت,لاجبت,27,27,27
623,حر,عتق,ارباعه,الثابت,ربعه,يسعي,النصف,يعتق,الخارج,احدكما,27,24,14
624,الخراج,العشر,ارض,الذمي,مضاعفا,ارضا,خراج,يوضع,ماتي,عشران,27,26,14
625,الويري,بشرطه,الموفقان,عالبا,الاخشيد,اجازه,يقلم,قدامه,صقر,المقدسي,27,25,21
626,المامون,نقفور,البوار,لجماله,بحربته,فبياني,بالمعركه,بشاعر,مم,فضحك,27,27,23
627,يخطب,خطبه,الصلوات,بالجلسه,يثوب,الصوره,استحسنوه,الخطبه,للمذن,الفجر,27,27,16
628,والمقداد,وسعدا,صحبت,الساب,احدا,يحدث,وسعد,بمشاهده,الاسود,طلحه,27,26,18
629,واسات,وتطلق,بفلان,بالوالدين,نقيس,وقوله,ناديه,احسن,كقوله,ومنه,27,27,21
630,مصطفي,توفيق,روبي,عويس,الاصلابي,سامح,التواب,عيد,عزت,جنيد,27,27,1
631,العده,طلاقه,الدخول,الزوج,تزوجها,مستقبله,يقع,يسعها,طلقها,وطلقها,27,25,10
632,ويتبرك,الشيخ,ويتتلمذ,ويمتثل,ومنهم,اشاراته,المكدش,الجبلي,ياسين,العلامه,27,27,19
633,سمره,خبيب,جندب,خالد,نعلم,سليمان,نعلمه,ثني,سعد,مرسلا,27,27,3
634,ابق,واسروه,بضاعه,لنبيعه,وقالوا,فاشتروه,الرفقه,يقتلوه,لاخوه,اخوته,27,26,24
635,السليطي,وابي,وابا,الميانجي,القطيعي,ماسي,حنزابه,نجيد,وتمام,والصرام,27,27,12
636,فانزل,قصصت,زمانا,فتلاه,ملوا,فقالوا,نقص,الر,احسن,يان,26,26,24
637,القسامه,العاقله,والديه,فالقسامه,السكان,قسامه,المحله,غيبا,النصره,الملاك,26,23,11
638,ومنهم,اخرج,البخاري,والاشربه,واسرايل,صدوق,وغير,الكوفي,معرور,الوسيم,26,26,11
639,وصحبه,العالمين,واله,والحمد,لله,حامدا,سيدنا,نوبه,ومسلما,رب,26,24,24
640,الطويل,الوافر,الكامل,البسيط,الخفيف,السلماني,الرجز,السريع,الرمل,المتقارب,26,24,11
641,وشاعره,ومغنيه,ونديمه,وحاجبه,وقاضيه,البرامكه,المطعون,وزراه,والمبطون,للرشيد,26,26,26
642,مرحبا,فاستفتح,المجي,بالاخ,جبريل,الصالح,والنبي,فسلمت,معك,ففتح,26,23,22
643,القصاص,الديه,ديه,عمدا,القاتل,القاطع,عاقلته,المكره,قتل,يضمن,26,26,15
644,يرتع,وقرا,ويلعب,تامنا,ارتعي,الرعي,وباليا,اشمام,نرتع,ارسله,26,25,19
645,وثور,عاذ,دحيم,وهشام,والوليد,التنيسي,قدري,مسهر,والاخرين,وغيرهم,26,26,11
646,الراويه,جميعه,لجميعه,قراه,الاستاذ,سلمون,انابه,قطرال,بحق,الصنابح,26,26,15
647,الجوربذي,الجويني,الخذاشاهي,شريك,الاعلي,الصدفي,خطاياي,يونس,الشافعي,غادر,26,25,4
648,جزاه,وعا,استخرجها,باوعيتهم,لياخذ,سارقين,الظالمين,فبدا,كدنا,كاذبين,26,26,25
649,خرزاد,انشدنا,الشيباني,المجلي,عبدالمحسن,النجيرمي,القزاز,الكندي,القمي,الصولي,26,26,7
650,تعس,والقطيفه,والدرهم,والخميصه,الدينار,فتنه,واولادكم,حصين,يحرسني,يتقي,26,26,16
651,الحولين,الرضاع,يحرم,رضاع,حولان,يفطم,شهرا,سنتان,ثلاثون,الرضاعه,26,25,24
652,يشري,شري,وشروه,بخس,بثمن,مرضات,قبلا,ابتغا,باعوه,المواجهه,26,26,18
653,معرضون,يمرون,القديم,كالعرجون,والارض,افرايتم,وكاين,مشركون,يهتدوا,الاقدمون,26,25,24
654,بتجاره,يزوج,التجاره,تزويج,يملك,الاكتساب,بالتجاره,وسقوط,ولهما,يتضمن,26,25,12
655,رويناه,منتهك,يستسعيه,الباب,عندنا,لصاحبه,خلافي,والثج,خلافك,العج,26,26,6
656,مرابحه,المضارب,ربح,الثمن,يبيعه,المال,يطرح,بدرهم,بربح,يرابح,26,25,10
657,حميرا,حقويه,طشت,تشربوا,زينتها,مطرت,ارضنا,الظروف,شبه,الخيط,26,26,22
658,باصطلاحهما,تتعين,الفلوس,عددا,الثمنيه,الفلس,بالفلسين,اثمانا,باعيانهما,اثمان,26,25,12
659,وفيها,وطبقته,زاهدا,ناسكا,عزيزه,وطبقتهما,التصانيف,وصنف,اماما,حجاح,26,24,8
660,المصيصي,اليساري,طريق,بتمامه,الاعور,الليثي,والمصنف,اخرجه,مولاهم,مسلم,26,15,3
661,حم,ثم,سبا,لقمان,عسق,الزمر,طسم,كهيعص,الزخرف,طه,26,25,19
662,الوتر,السلاح,حمل,منا,فليس,سحرا,علينا,لبيانهما,فخطبا,الليل,25,25,14
663,المعجمه,باثنتين,تحتها,بواحده,معجمه,وسكون,وسماعه,اليا,حدث,وكسر,25,25,4
664,مسلمون,تموتن,توكلوا,بالصالحين,والحقني,مسلمين,توفني,امنتم,كنتم,مسلما,25,23,17
665,الجهميه,والمرجه,والقدريه,الثنتين,فرقه,والروافض,السلف,والجهميه,الخوارج,والشيعه,25,25,14
666,القبيله,الديه,عاقله,السكان,القتيل,القسامه,والديه,قسامه,سكان,وجد,25,23,15
667,لبثت,لوطا,ياوي,لاجبت,لبث,ركن,الداعي,شديد,ليطمن,يرحم,25,24,22
668,قوب,الاصغر,مبارك,بالسند,الطش,المكرمان,العجيزه,المناخي,ين,عبيدالله,25,25,22
